step,reward,done
7,5.003070353110327,False
8,4.999406654253052,False
9,5.000278714755954,False
10,4.999588357707781,False
11,4.995949871617933,False
12,4.997092064965256,False
13,4.996571891178407,False
14,5.054541066319635,False
15,5.105925549435178,False
16,0.10129907761155557,True
0,4.997504270850271,False
1,4.9936605620861405,False
2,4.993077170993814,False
3,4.992855204618619,False
4,4.992689336214464,False
5,4.990550458916946,False
6,4.989073785355174,False
7,4.985999592535572,False
8,4.982148328756729,False
9,4.982689484382594,False
10,4.982100186150119,False
11,4.978152847942358,False
12,4.979579839035724,False
13,4.979495237524565,False
14,4.708749496919353,False
15,4.571528004075698,False
16,-0.20158387185702303,True
0,4.983746049659718,False
1,4.979871492649957,False
2,4.979323759458206,False
3,4.979002678480703,False
4,4.978799984052473,False
5,4.976654288291217,False
6,4.9752199875025145,False
7,4.972358944407216,False
8,4.968219701891352,False
9,4.9686336688210035,False
10,4.968712227775718,False
11,4.963937459065443,False
12,4.965633686120744,False
13,4.966204576896658,False
14,4.961889841326231,False
15,4.639191849823246,False
16,-0.09983320025959552,True
0,5.005862784734144,False
1,5.001989595135567,False
2,5.001437546568692,False
3,5.001026233688052,False
4,5.000922093812625,False
5,4.998911250283494,False
6,4.99784867097759,False
7,4.993844904562438,False
8,4.99056464897519,False
9,4.991582119524313,False
10,4.990233431064126,False
11,4.986894194495545,False
12,4.988594785573324,False
13,4.9876585972713485,False
14,4.753630772961235,False
15,4.634709234885425,False
16,0.04459156918494456,True
0,4.990634111044881,False
1,4.986698617326062,False
2,4.986208928160221,False
3,4.9859033057217506,False
4,4.985655885241239,False
5,4.983026046498882,False
6,4.982531115055438,False
7,4.977871185221208,False
8,4.974263302940495,False
9,4.975948750491675,False
10,4.9741498443345975,False
11,4.970002954744144,False
12,4.9728669378056525,False
13,4.970835816319219,False
14,4.966246559772161,False
15,4.966569514829233,False
16,-0.11376173050945311,True
0,5.002259630759259,False
1,4.998385849135798,False
2,4.997761150680294,False
3,4.997548510940148,False
4,4.997339601340345,False
5,4.995135235782273,False
6,4.993734551755085,False
7,4.990884943583252,False
8,4.986541679224086,False
9,4.987035193009114,False
10,4.9868856739627185,False
11,4.982233318656317,False
12,4.983937905437634,False
13,4.984198838729126,False
14,4.713298775520685,False
15,4.935774019055035,False
16,0.12184826438966542,True
0,5.00132383133651,False
1,4.99743189754664,False
2,4.9968464702925655,False
3,4.996507383557592,False
4,4.996401991072555,False
5,4.994210726360416,False
6,4.993335184410713,False
7,4.988938788281933,False
8,4.985399656290173,False
9,4.986843069011656,False
10,4.984877533249366,False
11,4.981294517189538,False
12,4.983859230576496,False
13,4.981954900982676,False
14,5.038396737847132,False
15,5.083542915013863,False
16,0.07935128214139239,True
0,4.995631596521242,False
1,4.991804667175548,False
2,4.9911463004598895,False
3,4.990949767326349,False
4,4.990886959061087,False
5,4.988661748295264,False
6,4.988016924422108,False
7,4.984016067859108,False
8,4.980190790699191,False
9,4.981292517148926,False
10,4.979996764655026,False
11,4.976682935549362,False
12,4.9782016754568685,False
13,4.685401438668864,False
14,4.954847659861881,False
15,5.147307070098733,False
16,0.1719274630634176,True
0,5.008525527164952,False
1,5.004692718186099,False
2,5.004134913221296,False
3,5.00378042734361,False
4,5.003607690527888,False
5,5.001492899573321,False
6,5.000667300977435,False
7,4.99656512828462,False
8,4.993186754704938,False
9,4.994148609375631,False
10,4.993046295762573,False
11,4.989575059713443,False
12,4.9910499975815386,False
13,4.99022460096067,False
14,4.852516192821584,False
15,4.685380198308539,False
16,0.027530910758923777,True
0,5.012704102910129,False
1,5.008853548344966,False
2,5.008171015674869,False
3,5.007887235482643,False
4,5.007843931735765,False
5,5.005745931085429,False
6,5.004766765499515,False
7,5.000472412722014,False
8,4.996978675234121,False
9,4.9982204364913585,False
10,4.996415745099673,False
11,4.993186876555033,False
12,4.99509162746274,False
13,4.741161458273534,False
14,4.655746422038273,False
15,4.813688231530987,False
16,0.014350876794188394,True
0,4.9802363022072385,False
1,4.976380173099739,False
2,4.9758191398383715,False
3,4.975524473742214,False
4,4.975391625071999,False
5,4.973275439327602,False
6,4.97182753456065,False
7,4.96895187943348,False
8,4.964948540810807,False
9,4.965366281801527,False
10,4.965078848672227,False
11,4.960941430430188,False
12,4.962332275448533,False
13,4.962590403042158,False
14,5.016103287916704,False
15,5.075313801767282,False
16,0.07192968586563776,True
0,5.007819725465309,False
1,5.003932118545579,False
2,5.003341021894511,False
3,5.003067671982744,False
4,5.00288196217379,False
5,5.0006337838793575,False
6,4.999622252734143,False
7,4.995982996172723,False
8,4.992243160176323,False
9,4.992974748634519,False
10,4.9922589195180995,False
11,4.988362636639592,False
12,4.9896271903604426,False
13,4.989333196456021,False
14,4.985569264865032,False
15,4.983876802282884,False
16,0.011225722243943508,True
0,5.001455476596907,False
1,4.99760857735223,False
2,4.997040426103662,False
3,4.996739778521934,False
4,4.996616366122389,False
5,4.994439532390671,False
6,4.993550380744251,False
7,4.989135040596036,False
8,4.985887078953458,False
9,4.9872626475416215,False
10,4.9854038119953765,False
11,4.982324228737545,False
12,4.984227173204891,False
13,4.982549404276248,False
14,4.978907604116514,False
15,4.751473385210123,False
16,-0.4522660433808403,True
0,4.987982656873783,False
1,4.984108506656541,False
2,4.9835673309046244,False
3,4.98314076695508,False
4,4.983078554883349,False
5,4.9809533894437505,False
6,4.9800738922925545,False
7,4.975999300970517,False
8,4.972522656882173,False
9,4.973467812968221,False
10,4.9720685309506285,False
11,4.968786429535765,False
12,4.970420036853198,False
13,4.96951375198254,False
14,4.783986224091373,False
15,4.642621193910026,False
16,0.02500409543844828,True
0,4.993054306732818,False
1,4.98916770681451,False
2,4.9885486393796805,False
3,4.988388389020299,False
4,4.9881383545334765,False
5,4.985973586455611,False
6,4.984709244400505,False
7,4.981885969494656,False
8,4.977716959466785,False
9,4.9780242691580225,False
10,4.9780167677798275,False
11,4.973376219196789,False
12,4.974901650981581,False
13,4.975278495845834,False
14,4.970908357683559,False
15,4.96910524678505,False
16,-0.12241925705326301,True
0,4.992063212877831,False
1,4.988180640003629,False
2,4.987617575170006,False
3,4.987366244522167,False
4,4.987199619867305,False
5,4.985080691831908,False
6,4.9836988681865915,False
7,4.980840112623698,False
8,4.976696683942627,False
9,4.977071272217921,False
10,4.9769331998315405,False
11,4.972544105431158,False
12,4.974027534368361,False
13,4.9743933326844765,False
14,4.895554295034623,False
15,4.706475029924661,False
16,0.005852785691248447,True
0,4.99244345228147,False
1,4.9885889847873885,False
2,4.988005272403679,False
3,4.987803536032686,False
4,4.9875737923435715,False
5,4.985377811200083,False
6,4.983843646425914,False
7,4.980774124046729,False
8,4.976809746692018,False
9,4.9774273524862584,False
10,4.976645653642916,False
11,4.972788145975498,False
12,4.974262441081541,False
13,4.974003289287918,False
14,5.02328248153965,False
15,5.077065690132955,False
16,0.07193182487003337,True
0,4.997719936814579,False
1,4.993851496117274,False
2,4.993218769919488,False
3,4.993022055802356,False
4,4.992922136821748,False
5,4.990555424569573,False
6,4.990059428796063,False
7,4.98578629858849,False
8,4.982010854369212,False
9,4.98340570390423,False
10,4.9820085606550455,False
11,4.978246480858802,False
12,4.596477063137822,False
13,4.668950577613936,False
14,5.0269270328841325,False
15,5.179296140397324,False
16,0.32023116351601094,True
0,5.008590972982843,False
1,5.004666668537856,False
2,5.004090683617966,False
3,5.0037198442864215,False
4,5.003541074555216,False
5,5.0010885841446635,False
6,5.000369704792297,False
7,4.995674165204035,False
8,4.992121158229301,False
9,4.993783246845,False
10,4.9917297963851235,False
11,4.987946930902744,False
12,4.990721504637085,False
13,4.988500139376331,False
14,4.9840133950312095,False
15,4.9841892092008475,False
16,0.041137548857944274,True
0,4.97926477214967,False
1,4.975347560742717,False
2,4.974814159205253,False
3,4.974437349529103,False
4,4.974246430622034,False
5,4.971757368393706,False
6,4.971229085459299,False
7,4.966766047576817,False
8,4.963191443388877,False
9,4.964714653909111,False
10,4.9631616678709385,False
11,4.9594094019069415,False
12,4.961586668080237,False
13,4.959914013947677,False
14,4.955941825643925,False
15,4.955333457810286,False
16,-0.2903886349237336,True
0,4.994852765288689,False
1,4.9909160469400975,False
2,4.990342954967723,False
3,4.990040802221496,False
4,4.989815129856073,False
5,4.987123174325692,False
6,4.986408896630028,False
7,4.981904188836708,False
8,4.9780722844088485,False
9,4.979825028006601,False
10,4.977922590261338,False
11,4.973603452855436,False
12,4.976657310510747,False
13,4.974438939163488,False
14,4.969758448295447,False
15,4.970036888251276,False
16,-0.03490271328508981,True
0,5.000197634891885,False
1,4.996318305080041,False
2,4.995786920737185,False
3,4.9954739222712,False
4,4.995375266332077,False
5,4.99330340668892,False
6,4.992250398409853,False
7,4.9886343833718065,False
8,4.985086530015513,False
9,4.985890417894681,False
10,4.9851712112561675,False
11,4.981472917656613,False
12,4.982767943239168,False
13,4.982544721244356,False
14,4.9792314834620965,False
15,4.851681502801503,False
16,-0.40062312326115784,True
0,4.995453843780223,False
1,4.991575578141531,False
2,4.990964930508718,False
3,4.990685313278214,False
4,4.990457112762259,False
5,4.988112067811319,False
6,4.987015904970293,False
7,4.983138388928296,False
8,4.979195276922105,False
9,4.980463592975872,False
10,4.979005758071906,False
11,4.9752265102207,False
12,4.977332315284043,False
13,4.788336888238543,False
14,4.946219728515242,False
15,5.11117554323061,False
16,0.1313576957642812,True
0,4.997161349162241,False
1,4.993274237644366,False
2,4.992742194794171,False
3,4.992417521012679,False
4,4.992156006093556,False
5,4.9897965844643135,False
6,4.988662211328731,False
7,4.984585091078452,False
8,4.980745057249122,False
9,4.982104197198057,False
10,4.980582744250379,False
11,4.976782255097425,False
12,4.979098239485213,False
13,4.977495082964623,False
14,4.973334884904061,False
15,4.972790140150727,False
16,0.026462723607887643,True
0,5.00578204448558,False
1,5.001906454331148,False
2,5.001261110093137,False
3,5.00102210282499,False
4,5.000775009706205,False
5,4.998339116827476,False
6,4.997430225461067,False
7,4.993027779966792,False
8,4.989443196987987,False
9,4.990832161168134,False
10,4.988969654231241,False
11,4.985584487390439,False
12,4.987755504133168,False
13,4.985886341646454,False
14,5.049479249838081,False
15,5.074369258838241,False
16,0.06947007553453324,True
0,5.0042648745493405,False
1,5.000355534500234,False
2,4.99980168859984,False
3,4.999494471912798,False
4,4.99941085554916,False
5,4.99716448451742,False
6,4.996280796163402,False
7,4.991883917865756,False
8,4.98843858765785,False
9,4.989839015191539,False
10,4.987868388141566,False
11,4.984437547814657,False
12,4.986841444019374,False
13,4.985059072107091,False
14,4.981052636146523,False
15,4.980761479720891,False
16,-0.02381585485240792,True
0,5.004758033890743,False
1,5.000884975202291,False
2,5.000274179886822,False
3,5.0000419100140014,False
4,4.9998451191719715,False
5,4.997609414112025,False
6,4.996732447360954,False
7,4.992560428790639,False
8,4.989027640737109,False
9,4.990183541138903,False
10,4.988613009381093,False
11,4.985257258777532,False
12,4.987096225796504,False
13,4.9856355930401,False
14,4.584641860957137,False
15,4.923296260208427,False
16,0.1320861203773503,True
0,4.9935658101057925,False
1,4.989669058747233,False
2,4.9891429046567755,False
3,4.988795349504217,False
4,4.988627092511845,False
5,4.98626364320206,False
6,4.985516484244415,False
7,4.981513626990951,False
8,4.977864196061314,False
9,4.978835199085106,False
10,4.9777284358472835,False
11,4.974282788855711,False
12,4.975708159058406,False
13,4.974779615425351,False
14,4.689340228900626,False
15,4.622222405281489,False
16,0.050824274204389036,True
0,5.016874232719294,False
1,5.012966777439909,False
2,5.012353008502448,False
3,5.0121090599385845,False
4,5.011868908887385,False
5,5.009615514803123,False
6,5.008278520266023,False
7,5.004244635377908,False
8,5.000626362398998,False
9,5.001768176056195,False
10,5.000103176033109,False
11,4.996845184751341,False
12,4.598271735026767,False
13,4.6881734140441065,False
14,5.045867616263835,False
15,5.2122072443785585,False
16,0.34845714674846445,True
0,4.99925320603245,False
1,4.9953231464995485,False
2,4.9947677623108335,False
3,4.9944875097528465,False
4,4.994262284125333,False
5,4.991957279790108,False
6,4.991298600697547,False
7,4.9871220172626565,False
8,4.983469829953919,False
9,4.984727963233912,False
10,4.983638112482855,False
11,4.9798258685340056,False
12,4.981516672411277,False
13,4.980463284084195,False
14,4.976717306400206,False
15,4.678195392185102,False
16,-0.08526076829935268,True
0,4.999553438216285,False
1,4.995707385205646,False
2,4.99514602592555,False
3,4.994813969486558,False
4,4.9946524037350875,False
5,4.992398793672348,False
6,4.991661534376869,False
7,4.98711936480241,False
8,4.983765611327268,False
9,4.985007738550476,False
10,4.983173357191822,False
11,4.980220539304477,False
12,4.98191787088543,False
13,4.98030259356307,False
14,4.901740196304743,False
15,4.720333582053099,False
16,0.007108146494418044,True
0,4.987424988116431,False
1,4.9835585154234625,False
2,4.982961599369811,False
3,4.982700018634855,False
4,4.982498036237636,False
5,4.980214838705452,False
6,4.97944846563399,False
7,4.975307906751249,False
8,4.971665810642109,False
9,4.972716061852877,False
10,4.971468035191338,False
11,4.968081222671511,False
12,4.969576392298789,False
13,4.968366219968884,False
14,4.964666507944041,False
15,4.7190796710188785,False
16,-0.07798886592508722,True
0,5.014551685781023,False
1,5.010726382537555,False
2,5.010105644634394,False
3,5.009829626092467,False
4,5.009656473250546,False
5,5.00776686113183,False
6,5.006172412725706,False
7,5.003235312488091,False
8,4.9993530322239925,False
9,4.999762235490415,False
10,4.999306681382406,False
11,4.995363072121722,False
12,4.9968203708419,False
13,4.727261604253459,False
14,4.740817767377173,False
15,5.109442457520189,False
16,0.253847114455374,True
0,5.006322478696861,False
1,5.002422550899422,False
2,5.001833750132777,False
3,5.0015684896285535,False
4,5.001389988097892,False
5,4.999387573255894,False
6,4.997750661709644,False
7,4.994871956525422,False
8,4.9908396549736445,False
9,4.9912382841474345,False
10,4.990855372126214,False
11,4.986607408109365,False
12,4.988202783389509,False
13,4.988468834867097,False
14,4.909476867033155,False
15,4.722443987392048,False
16,0.015923913655700755,True
0,5.005690485977272,False
1,5.001721254899391,False
2,5.001113082053405,False
3,5.000936708012243,False
4,5.00059248868974,False
5,4.997941477247627,False
6,4.997210741363742,False
7,4.992842526120418,False
8,4.98869641700621,False
9,4.990463288184105,False
10,4.988896952430053,False
11,4.984510917161775,False
12,4.987290774282337,False
13,4.799079190972321,False
14,4.645319377500347,False
15,4.806119430996313,False
16,-0.06444031838757486,True
0,5.001376554925341,False
1,4.997454671487391,False
2,4.996862108224433,False
3,4.996619560235735,False
4,4.996399618716168,False
5,4.994110122630167,False
6,4.993272948407753,False
7,4.989488566955005,False
8,4.985596217068929,False
9,4.986725958130719,False
10,4.9860239164642595,False
11,4.981837528412318,False
12,4.983421916129681,False
13,4.982720877011058,False
14,4.978812995336084,False
15,4.9775475392419475,False
16,4.858535975327548,False
17,-0.046969668933029465,True
0,5.001356784383422,False
1,4.997480033656717,False
2,4.996837809235684,False
3,4.99665878921025,False
4,4.99643292768837,False
5,4.9940062733334285,False
6,4.993355054166884,False
7,4.989071631341532,False
8,4.98543073173752,False
9,4.986834889571247,False
10,4.985363310968938,False
11,4.9816968046521835,False
12,4.983715635924728,False
13,4.981939277929375,False
14,4.9781360502823855,False
15,5.026888720552706,False
16,0.07336573513563582,True
0,5.009648987850886,False
1,5.00577825642536,False
2,5.0051363976886245,False
3,5.00500607024617,False
4,5.004727387835191,False
5,5.002632597154215,False
6,5.00134527517563,False
7,4.998478354572063,False
8,4.994385221785229,False
9,4.994560725156377,False
10,4.994522060141628,False
11,4.990124142583364,False
12,4.991459538871123,False
13,4.991832981547715,False
14,4.845383119481544,False
15,4.964740482029778,False
16,0.10251439587585284,True
0,4.991386625670737,False
1,4.98755991826321,False
2,4.986997020677719,False
3,4.986653380575682,False
4,4.986563486393331,False
5,4.984551901173978,False
6,4.9835258231334905,False
7,4.979568249618142,False
8,4.9762376044809065,False
9,4.977196870227735,False
10,4.97573514597507,False
11,4.972559634072041,False
12,4.974132413804616,False
13,4.973112989177531,False
14,4.9695704379959,False
15,4.737318012078626,False
16,-0.08727885691409351,True
0,4.992674064478173,False
1,4.988776898790889,False
2,4.9882578808919815,False
3,4.987935696118701,False
4,4.987738464019584,False
5,4.98568313089957,False
6,4.984230564530104,False
7,4.981276686337913,False
8,4.977286559607297,False
9,4.97771518570993,False
10,4.977492316822692,False
11,4.973058990035856,False
12,4.9747027885360495,False
13,4.975105448442484,False
14,4.970764256506814,False
15,4.969198027116506,False
16,-0.20786105080145603,True
0,4.98989673629171,False
1,4.9859823532809955,False
2,4.985415981687701,False
3,4.985145213778391,False
4,4.984861897842671,False
5,4.982592838504855,False
6,4.981091389776608,False
7,4.978145137589373,False
8,4.973962440466229,False
9,4.9744646423891545,False
10,4.974055916454651,False
11,4.969608633936804,False
12,4.971350593903053,False
13,4.971571539811997,False
14,4.966844583358803,False
15,4.965612698052431,False
16,-0.054600632210265676,True
0,4.98711522484862,False
1,4.983225036805701,False
2,4.982669351176896,False
3,4.982391542146981,False
4,4.9821790128884365,False
5,4.980060414662003,False
6,4.978740659434513,False
7,4.975914163305362,False
8,4.97175737269208,False
9,4.972032557968553,False
10,4.972140734948561,False
11,4.967586376919904,False
12,4.9690162529688635,False
13,4.674369340200386,False
14,4.946042281557973,False
15,5.143827451464674,False
16,0.17494500098640725,True
0,5.0032090602498585,False
1,4.999282853103997,False
2,4.998695673398497,False
3,4.998542595492914,False
4,4.998269722741428,False
5,4.99584937077668,False
6,4.994780904383845,False
7,4.991006794687014,False
8,4.987070618863795,False
9,4.9882681393808825,False
10,4.98691192231426,False
11,4.983256609795988,False
12,4.985074916740178,False
13,4.933864298073944,False
14,4.788030747354853,False
15,5.025832356231364,False
16,0.163151002189154,True
0,4.9985808121792585,False
1,4.994704518535941,False
2,4.994104478257776,False
3,4.993879715560921,False
4,4.993675964290879,False
5,4.991557299447935,False
6,4.990108875442607,False
7,4.987301829359884,False
8,4.983215602025988,False
9,4.983446988639852,False
10,4.983694423246593,False
11,4.9788848937037855,False
12,4.9803319510041435,False
13,4.980937360322337,False
14,4.976810335945082,False
15,4.8102383898191965,False
16,-0.457225303480147,True
0,5.003873631523569,False
1,4.9999975040437254,False
2,4.999468549094084,False
3,4.999117022205653,False
4,4.999023471467748,False
5,4.996969333012823,False
6,4.995898255537893,False
7,4.992415856318789,False
8,4.988790895773603,False
9,4.989516086403626,False
10,4.988994816483265,False
11,4.985156104331686,False
12,4.986350072134346,False
13,4.986325482931261,False
14,4.8200277111757,False
15,4.692619692674951,False
16,-0.2487775967188141,True
0,4.996592467181463,False
1,4.992665908853182,False
2,4.99212108465818,False
3,4.991784526428657,False
4,4.99164116819166,False
5,4.989181674306878,False
6,4.988321921663455,False
7,4.983649091250086,False
8,4.980313552271441,False
9,4.981878810138362,False
10,4.979692941087942,False
11,4.9765148810744195,False
12,4.978800667237169,False
13,4.976589680921228,False
14,4.97255929381322,False
15,4.972145901863836,False
16,-0.19654665740715688,True
0,5.010075916114752,False
1,5.006167081691827,False
2,5.005592964153795,False
3,5.005330525419345,False
4,5.005042534998746,False
5,5.0027102716541565,False
6,5.001539916969522,False
7,4.997458988194839,False
8,4.993708483933614,False
9,4.9949312586950985,False
10,4.993427510145187,False
11,4.98983998291279,False
12,4.9919375151351915,False
13,4.809019060772745,False
14,4.704516709367305,False
15,4.83986633964164,False
16,0.15474401082458844,True
0,5.011220513955546,False
1,5.007334468671457,False
2,5.00680819331558,False
3,5.006537146545675,False
4,5.0062860999367045,False
5,5.0042547105498105,False
6,5.002772611116239,False
7,4.9998091189601475,False
8,4.995956538287403,False
9,4.996334770224463,False
10,4.9959303896717735,False
11,4.99180509321604,False
12,4.993369696709557,False
13,4.993688587179738,False
14,4.989355798030027,False
15,4.987739321627742,False
16,-0.17742342454741916,True
0,4.995430300785491,False
1,4.991523429757019,False
2,4.99100684721054,False
3,4.99071818330932,False
4,4.990504023162249,False
5,4.988379793237203,False
6,4.986900240733537,False
7,4.983996442875295,False
8,4.9799753755900555,False
9,4.9804005002242375,False
10,4.980103224104218,False
11,4.975606185554371,False
12,4.9773748400536855,False
13,4.977783381301735,False
14,4.973392578677372,False
15,4.971782753593482,False
16,0.017205454435023602,True
0,5.000707256519751,False
1,4.996817197358386,False
2,4.996228743407641,False
3,4.99606512088355,False
4,4.995809074992291,False
5,4.993633052702053,False
6,4.99217063196296,False
7,4.989295532414109,False
8,4.98522157957593,False
9,4.985583527683871,False
10,4.985315550134078,False
11,4.981093434633153,False
12,4.982483228744626,False
13,4.982708384691777,False
14,4.575611489722149,False
15,4.922673861011096,False
16,0.04443519786117631,True
0,5.010378060346968,False
1,5.006459661086764,False
