step,reward,done
16,-0.08438069208707014,True
0,4.9938661321213464,False
1,4.990001272242683,False
2,4.98945249179091,False
3,4.9891872769865095,False
4,4.9889758672365625,False
5,4.986749149972307,False
6,4.985633562359615,False
7,4.981930763909393,False
8,4.978214473058874,False
9,4.979288486423728,False
10,4.978166400310265,False
11,4.974392561186116,False
12,4.976106269611533,False
13,4.975378440148151,False
14,5.0313527785678325,False
15,5.0749238656830284,False
16,0.0705915810446242,True
0,5.007140432518513,False
1,5.003262139288319,False
2,5.0026569345312275,False
3,5.002469103609373,False
4,5.00230881843498,False
5,5.0002588074388425,False
6,4.999133210460501,False
7,4.995638342220558,False
8,4.991979919864015,False
9,4.992725357520742,False
10,4.992005854121388,False
11,4.9882681915416,False
12,4.989535683324646,False
13,4.989246754898086,False
14,4.985804301751875,False
15,4.666056065306632,False
16,-0.07581346358408575,True
0,4.995408527619824,False
1,4.991592663895794,False
2,4.9909918520951875,False
3,4.990711341261168,False
4,4.990509622350809,False
5,4.98849249873209,False
6,4.987005639330897,False
7,4.9841171144559375,False
8,4.980084011659714,False
9,4.9804604819702725,False
10,4.980155418811356,False
11,4.975817284508811,False
12,4.97740281719266,False
13,4.913019823949775,False
14,4.669643606726394,False
15,5.046741433155295,False
16,0.21503188885005864,True
0,4.9937975936985675,False
1,4.989847095897658,False
2,4.989326300564192,False
3,4.988909667306374,False
4,4.9887608362329585,False
5,4.986177697001298,False
6,4.98551648614455,False
7,4.980901875555785,False
8,4.977415047497254,False
9,4.9789413072592845,False
10,4.976918405625034,False
11,4.97349983387125,False
12,4.975898127820246,False
13,4.973753469639001,False
14,4.969567963015348,False
15,4.969253040306534,False
16,-0.1898050982621941,True
0,5.0040271831005585,False
1,5.0001746707316155,False
2,4.999564886327839,False
3,4.9993304690546,False
4,4.999137852290611,False
5,4.9970390001921885,False
6,4.995784576367725,False
7,4.991842202730146,False
8,4.988275111342012,False
9,4.989379224032692,False
10,4.9878550644604145,False
11,4.984494031439132,False
12,4.986306307956302,False
13,4.92997382700983,False
14,4.993755525776756,False
15,5.0841251995193355,False
16,0.11021990531062481,True
0,4.999521839000288,False
1,4.995625640968135,False
2,4.995064383394474,False
3,4.994802498253681,False
4,4.9945557551935575,False
5,4.992456932996572,False
6,4.991285638041779,False
7,4.987631409778624,False
8,4.984065845685581,False
9,4.984881709180528,False
10,4.984046523523265,False
11,4.980284359770075,False
12,4.981691004254002,False
13,4.9814224473463655,False
14,4.977610725868488,False
15,4.782310541015852,False
16,-0.46649477633148295,True
0,4.9986021568445285,False
1,4.994728124367679,False
2,4.9940884333310125,False
3,4.993855495377568,False
4,4.993521703698224,False
5,4.991079815413717,False
6,4.990055210259269,False
7,4.985955795086142,False
8,4.982091770097264,False
9,4.983373152468882,False
10,4.981935509678213,False
11,4.9782238370083665,False
12,4.980296967670931,False
13,4.978749486955485,False
14,5.034529947490892,False
15,5.0785105920244105,False
16,0.07367836055938781,True
0,5.00431049231233,False
1,5.00038033856456,False
2,4.999836490663233,False
3,4.999602451863997,False
4,4.999425190942974,False
5,4.996892246807167,False
6,4.996027591020112,False
7,4.991556240737294,False
8,4.987916247138726,False
9,4.989544934172621,False
10,4.987528193675168,False
11,4.983849545239549,False
12,4.986510077910732,False
13,4.984254956268894,False
14,4.980265844417592,False
15,4.837504635887907,False
16,-0.05812017797569123,True
0,5.009811356434968,False
1,5.005911915029417,False
2,5.005319834242172,False
3,5.005058753457879,False
4,5.004795207243418,False
5,5.002669259698448,False
6,5.0010310910355775,False
7,4.99796491033467,False
8,4.993863594094545,False
9,4.994570536991354,False
10,4.993875088453135,False
11,4.989830312702144,False
12,4.99153277497578,False
13,4.991522551094074,False
14,4.986997982443066,False
15,4.985780203429142,False
16,0.0060681099339352194,True
0,4.993634242439196,False
1,4.9897589636737685,False
2,4.989186057713569,False
3,4.988993196294523,False
4,4.988740769724794,False
5,4.986496395896821,False
6,4.985195942172194,False
7,4.982199306362511,False
8,4.978042004504124,False
9,4.9786604875157625,False
10,4.9781704443011,False
11,4.973737250400739,False
12,4.97542665322099,False
13,4.975489137541456,False
14,4.9712166941138545,False
15,4.969643721595646,False
16,-0.06919914090004867,True
0,4.982727027826192,False
1,4.978856630269925,False
2,4.978315509575864,False
3,4.977961426129289,False
4,4.977824074781104,False
5,4.975388568925884,False
6,4.974471457753534,False
7,4.970291322360508,False
8,4.966675362688073,False
9,4.967963471072517,False
10,4.966133700580842,False
11,4.96264393647909,False
12,4.9648219548344485,False
13,4.963144842062497,False
14,4.830965451061898,False
15,4.531749078770204,False
16,-0.005884196476379139,True
0,5.007267785607599,False
1,5.003387095943656,False
2,5.002794052191876,False
3,5.0025241896117185,False
4,5.002388916797433,False
5,5.000303430538446,False
6,4.999013268857474,False
7,4.995306808783583,False
8,4.991646227055488,False
9,4.99251083406793,False
10,4.9912883951113045,False
11,4.9875708534692516,False
12,4.989358186873356,False
13,4.988716091642196,False
14,4.9846701094009385,False
15,5.028783480783767,False
16,0.06456136566076998,True
0,4.999160059103508,False
1,4.995235694915593,False
2,4.994657234008467,False
3,4.99445433577617,False
4,4.99421634025469,False
5,4.9917804797122844,False
6,4.990729260066683,False
7,4.986856477882493,False
8,4.982911551573569,False
9,4.984224513986186,False
10,4.982852957110522,False
11,4.9786914564393445,False
12,4.980998355673616,False
13,4.97979925413815,False
14,5.003778991608666,False
15,5.062304330177565,False
16,0.057640024770509446,True
0,5.000527620810132,False
1,4.996644832844751,False
2,4.996016155468526,False
3,4.995652578644174,False
4,4.99548319568682,False
5,4.993158877496503,False
6,4.992203599679579,False
7,4.98780157701982,False
8,4.984338582188568,False
9,4.985602063522492,False
10,4.983907489391389,False
11,4.980650750409703,False
12,4.982519631506629,False
13,4.9810480379007345,False
14,4.976935925372917,False
15,4.747670097192037,False
16,-0.0782530314345471,True
0,4.985358429540158,False
1,4.981491085874231,False
2,4.981000818147082,False
3,4.980586623069033,False
4,4.98043191107489,False
5,4.978278843455364,False
6,4.977565767486018,False
7,4.973150039576815,False
8,4.969868787217123,False
9,4.971279030151709,False
10,4.969694530160384,False
11,4.966284158443814,False
12,4.9683077137055,False
13,4.966817602750439,False
14,4.963087274092191,False
15,5.009599006689639,False
16,0.04732589119380315,True
0,4.981483019309986,False
1,4.9776094060255796,False
2,4.977109158796135,False
3,4.97675781066974,False
4,4.976465592095905,False
5,4.974407307543364,False
6,4.972991413391644,False
7,4.969989036861861,False
8,4.966066771811165,False
9,4.966547371780604,False
10,4.966282590389247,False
11,4.9619962806716265,False
12,4.9635767532761745,False
13,4.964001096828907,False
14,4.959642896734919,False
15,4.994232834188976,False
16,0.05218108235451534,True
0,5.009666751361012,False
1,5.005741047259321,False
2,5.005138185708948,False
3,5.0049430639037515,False
4,5.0046398945565675,False
5,5.002294433496315,False
6,5.000867362228587,False
7,4.997857598402836,False
8,4.993499724817748,False
9,4.994237335921843,False
10,4.993712398650154,False
11,4.989306198650824,False
12,4.991083354985412,False
13,4.600323067645942,False
14,4.748334203637746,False
15,4.9432639978743635,False
16,0.17607929700354552,True
0,4.9870669312989735,False
1,4.983230020051294,False
2,4.982542755671997,False
3,4.982271219031189,False
4,4.982106432252196,False
5,4.98001222956786,False
6,4.9785215736597195,False
7,4.975741485374435,False
8,4.971518059258227,False
9,4.971810667611396,False
10,4.971895642973761,False
11,4.96714987603319,False
12,4.968737184518849,False
13,4.913258901961585,False
14,4.974578525244443,False
15,5.07984689858463,False
16,0.10712798777012547,True
0,5.010428124490861,False
1,5.006567998795896,False
2,5.0059429654918155,False
3,5.005670414286744,False
4,5.005517644970153,False
5,5.003177909760345,False
6,5.002313173601689,False
7,4.998036448880484,False
8,4.994363680776755,False
9,4.995665214540499,False
10,4.993967109726843,False
11,4.99056926119905,False
12,4.992706364113426,False
13,4.9909432475178175,False
14,5.040085555114379,False
15,5.094933643456118,False
16,0.0895492054075039,True
0,4.993972541337757,False
1,4.990046408605017,False
2,4.989569874339027,False
3,4.989038831123187,False
4,4.988887556990673,False
5,4.9864253863029795,False
6,4.985559457931707,False
7,4.980903129938086,False
8,4.977469678300538,False
9,4.979066175575086,False
10,4.977123176348126,False
11,4.973513319316266,False
12,4.976134287521907,False
13,4.9740844928657335,False
14,4.969690762630855,False
15,5.0181165253821876,False
16,0.042363239481743926,True
0,5.011810843444611,False
1,5.007956398018198,False
2,5.007389797924204,False
3,5.007045317685938,False
4,5.006853219723258,False
5,5.004704540741946,False
6,5.0038271093645195,False
7,4.999476947676005,False
8,4.9960343467023325,False
9,4.997274512754168,False
10,4.995752405650608,False
11,4.99232498861911,False
12,4.994364731600095,False
13,4.992987779851453,False
14,5.027340430748113,False
15,5.092615247904903,False
16,0.08828881527904689,True
0,4.98704559774429,False
1,4.983122934601393,False
2,4.982630249390533,False
3,4.98233150748335,False
4,4.982063458463644,False
5,4.97964921916202,False
6,4.978442621891999,False
7,4.975434000832007,False
8,4.971171335850028,False
9,4.97181204636023,False
10,4.971394949163557,False
11,4.966826161813304,False
12,4.968577393467512,False
13,4.580374036761627,False
14,4.915539041059959,False
15,5.0512544600417835,False
16,0.15170565846922351,True
0,4.992315770993058,False
1,4.988446254830291,False
2,4.987913374415449,False
3,4.987605201856647,False
4,4.987340604016236,False
5,4.985116849369551,False
6,4.984057832275782,False
7,4.980157345780623,False
8,4.976687954078312,False
9,4.977607632132006,False
10,4.976485709271772,False
11,4.97289920475218,False
12,4.974461577556109,False
13,4.973906814639675,False
14,4.9699446596932875,False
15,5.004068711288217,False
16,0.05968904973366724,True
0,4.9872394865834835,False
1,4.983381952440752,False
2,4.982796807550393,False
3,4.98243566353972,False
4,4.9823262331423335,False
5,4.9801245175314515,False
6,4.9793077260185425,False
7,4.9753564005646815,False
8,4.971684086101702,False
9,4.972694027897189,False
10,4.971528184861013,False
11,4.967979628815655,False
12,4.969568512331469,False
13,4.968568507704458,False
14,5.01941224719283,False
15,5.073426444145463,False
16,0.0687500750182525,True
0,5.002576130575973,False
1,4.998799215285909,False
2,4.998145730960325,False
3,4.997924548445803,False
4,4.997851634097218,False
5,4.995771666677986,False
6,4.994930302890738,False
7,4.991030900534684,False
8,4.98739637804503,False
9,4.988362712999167,False
10,4.987204713300784,False
11,4.983909124156247,False
12,4.985234449714494,False
13,4.98424041366246,False
14,4.705983037259827,False
15,4.639130125745361,False
16,-0.2432173902474054,True
0,4.990346685520976,False
1,4.986524668162491,False
2,4.985896238584281,False
3,4.985594729984139,False
4,4.985482315148487,False
5,4.9832989130896825,False
6,4.982057061824885,False
7,4.978339522197343,False
8,4.974731189286966,False
9,4.975456477223118,False
10,4.974234428769743,False
11,4.970771531344793,False
12,4.972242229958845,False
13,4.971575079139118,False
14,4.570565313071787,False
15,4.911762113650405,False
16,0.12018114492713236,True
0,4.992077230961118,False
1,4.9881843757743605,False
2,4.9876247056957945,False
3,4.987379160066054,False
4,4.987135390822006,False
5,4.9849472376785595,False
6,4.983875241030169,False
7,4.980892944950915,False
8,4.976757288801851,False
9,4.977301874148389,False
10,4.977124083554847,False
11,4.972582655606347,False
12,4.974204153678502,False
13,4.974337353959417,False
14,4.970217461301656,False
15,4.968455093140579,False
16,-0.05361663297429192,True
0,4.989448313524073,False
1,4.985578306726442,False
2,4.984991767954871,False
3,4.984654854302862,False
4,4.984545467593584,False
5,4.982101963749795,False
6,4.981350097898278,False
7,4.976825478807571,False
8,4.973291134156031,False
9,4.974699341465179,False
10,4.972728013309315,False
11,4.969492895369998,False
12,4.971525753352852,False
13,4.969662108284283,False
14,4.965610138258713,False
15,4.802164795086095,False
16,-0.07755028317528696,True
0,5.008090949545716,False
1,5.004246322829419,False
2,5.003689326051566,False
3,5.00339191011414,False
4,5.003297310863532,False
5,5.0011902958288035,False
6,5.000121730615796,False
7,4.996252485949005,False
8,4.992662465829798,False
9,4.993807154148308,False
10,4.992442155541073,False
11,4.988760256293152,False
12,4.990782769108144,False
13,4.989760094446713,False
14,4.925909230719115,False
15,4.762539033881595,False
16,0.009018119414995807,True
0,5.003167150281042,False
1,4.9993067673835,False
2,4.998689620539425,False
3,4.998425554155409,False
4,4.998290641754803,False
5,4.996075322596489,False
6,4.995178462828864,False
7,4.99090195214466,False
8,4.987464786337382,False
9,4.988598812950253,False
10,4.98686102873291,False
11,4.983696053451922,False
12,4.985522166117011,False
13,4.720601334794385,False
14,4.680125443221405,False
15,5.083867147717217,False
16,0.2388483411007145,True
0,4.994499983128121,False
1,4.990672344100376,False
2,4.990090093985394,False
3,4.989779005082352,False
4,4.989647601515657,False
5,4.9875123370432135,False
6,4.9867320851668815,False
7,4.982454109485189,False
8,4.979087569404356,False
9,4.98022746324596,False
10,4.97859332011555,False
11,4.975593581107634,False
12,4.9772189271395435,False
13,4.975820013382828,False
14,4.587974067485645,False
15,4.914712191064534,False
16,0.12770834631543654,True
0,4.9991295595763,False
1,4.9952232716817395,False
2,4.994637802582928,False
3,4.994400565599457,False
4,4.994097406219873,False
5,4.991668542267454,False
6,4.990316104977389,False
7,4.987246853855672,False
8,4.982865718297601,False
9,4.983705554290919,False
10,4.983045521149412,False
11,4.978686158560707,False
12,4.980421686694,False
13,4.9802060789360665,False
14,4.975603195512673,False
15,4.752803802093973,False
16,-0.07514480811557162,True
0,4.990845748438527,False
1,4.986924403277907,False
2,4.986390231185503,False
3,4.986147709571073,False
4,4.985892440599889,False
5,4.983710528766879,False
6,4.982488433379905,False
7,4.979606469845193,False
8,4.975374125695048,False
9,4.9757282426655856,False
10,4.976041242984997,False
11,4.971140509582505,False
12,4.972698468444393,False
13,4.973178084184058,False
14,4.730845738885416,False
15,4.916721495630501,False
16,0.09395262613559414,True
0,5.000004889752804,False
1,4.996138885590212,False
2,4.995500984689162,False
3,4.995225647404158,False
4,4.9950229189695285,False
5,4.992729599669836,False
6,4.991610118366174,False
7,4.987603777624393,False
8,4.983811102354715,False
9,4.984965251577777,False
10,4.983445138343466,False
11,4.979975030051081,False
12,4.981932784353225,False
13,4.9805068945493085,False
14,4.976374455998421,False
15,4.648245929728744,False
16,-0.0789612090407582,True
0,4.997013699771764,False
1,4.9931037559077565,False
2,4.99255758706789,False
3,4.992360676426893,False
4,4.992114899660914,False
5,4.9898084734793375,False
6,4.988427935722807,False
7,4.985288768889488,False
8,4.981219570169804,False
9,4.982114699933767,False
10,4.981201948140124,False
11,4.977301331286793,False
12,4.9789828641561105,False
13,4.978583946498259,False
14,4.974169195997822,False
15,5.030266228676336,False
16,0.06842424437198877,True
0,4.992920307534679,False
1,4.9890185959186395,False
2,4.988459705477986,False
3,4.988146079001598,False
4,4.987926463937089,False
5,4.985689161352115,False
6,4.98467443957348,False
7,4.98103400827514,False
8,4.977318536457464,False
9,4.97809502938126,False
10,4.977381361314395,False
11,4.973621139602376,False
12,4.974893324999416,False
13,4.609297231714631,False
14,4.921118445016946,False
15,5.0511167601559555,False
16,0.1518606554950247,True
0,4.987429880944719,False
1,4.983566261338186,False
2,4.983003328781332,False
3,4.982777755350246,False
4,4.982589629173272,False
5,4.980540000427027,False
6,4.979038111072077,False
7,4.97620887827902,False
8,4.972152876081295,False
9,4.972636650377767,False
10,4.972343181619302,False
11,4.967883463567183,False
12,4.969647780611623,False
13,4.97003919673832,False
14,4.96591544767277,False
15,4.964181270389948,False
16,0.026821308859642387,True
0,4.998878574712052,False
1,4.99494286713886,False
2,4.994425580652801,False
3,4.994090320159332,False
4,4.993857605021519,False
5,4.991399481557645,False
6,4.990623512084977,False
7,4.986307849069158,False
8,4.982706216327022,False
9,4.984005948206938,False
10,4.982304257757849,False
11,4.978809436435736,False
12,4.980985459553772,False
13,4.979359512118695,False
14,4.975163498231921,False
15,5.037996888292457,False
16,0.05640343758291753,True
0,5.008233870149688,False
1,5.0043482446160406,False
2,5.003725840905343,False
3,5.0034973945125785,False
4,5.003234001545559,False
5,5.0009730810506445,False
6,4.999953381761021,False
7,4.996003225080129,False
8,4.992335615881107,False
9,4.9934316402588355,False
10,4.992169954247073,False
11,4.988634568534222,False
12,4.990324991007304,False
13,4.989232582789591,False
14,4.98533775267699,False
15,4.956961071558248,False
16,-0.0006532317020562783,True
0,4.995891713201301,False
1,4.9920012193324945,False
2,4.991435202860232,False
3,4.991235332836801,False
4,4.9910455421314275,False
5,4.98872641322373,False
6,4.987736135596743,False
7,4.9838469531614695,False
8,4.980198227175344,False
9,4.9812330826737465,False
10,4.979913951417628,False
11,4.9764682389296935,False
12,4.978053877602537,False
13,4.977023989202952,False
14,4.973194260946188,False
15,4.747464607792188,False
16,-0.08141194578211206,True
0,4.989472740910345,False
1,4.985641033471436,False
2,4.98500009305866,False
3,4.984749616527022,False
4,4.98468946840867,False
5,4.982529001781416,False
6,4.98129739039921,False
7,4.977702280590982,False
8,4.9738905018830515,False
9,4.974820651608455,False
10,4.973676798920801,False
11,4.9700864743549635,False
12,4.971576715170236,False
13,4.970840937945768,False
14,4.715415720400981,False
15,4.9225283971388905,False
16,0.1045110380997743,True
0,4.995101746931605,False
1,4.9911392294907975,False
2,4.99053150705511,False
3,4.990421396011946,False
4,4.990158172612588,False
5,4.987606572498178,False
6,4.9868144964516095,False
7,4.982759894667012,False
8,4.978806185589722,False
9,4.980195689189533,False
10,4.9786578145575575,False
11,4.9748572575324665,False
12,4.977054611078177,False
13,4.975461317757136,False
14,5.0223438240788205,False
15,5.074076472804744,False
16,0.06848418768499978,True
0,4.985194723176482,False
1,4.981285711675571,False
2,4.980821588200761,False
3,4.980445450429782,False
4,4.9802528065332154,False
5,4.977953310393359,False
6,4.976866347552634,False
7,4.973016494771128,False
8,4.969328910231002,False
9,4.970520243740154,False
10,4.969168034664594,False
11,4.96534599012857,False
12,4.967386289850087,False
13,4.966391060619034,False
14,4.591683103437924,False
15,4.895971168128727,False
16,0.10567426233366008,True
0,5.005098252915007,False
1,5.001220246857439,False
2,5.000571050231855,False
3,5.000408084410648,False
4,5.000188024775971,False
5,4.998030456329297,False
6,4.996399579341798,False
7,4.993397201391304,False
8,4.989197485134178,False
9,4.989917314749672,False
10,4.989111633864994,False
11,4.985195352719149,False
12,4.986773008781483,False
13,4.98644820125547,False
14,4.982010106780479,False
15,5.018624698939223,False
16,0.07980880271717275,True
0,4.992625394303079,False
1,4.988742377638935,False
2,4.988226111425034,False
3,4.987845178780698,False
4,4.987706834833417,False
5,4.98537022296092,False
6,4.984612736770912,False
7,4.980143416527841,False
8,4.9765865246226415,False
9,4.978081009345868,False
10,4.976154568662915,False
11,4.9724941237212175,False
12,4.9750880544244716,False
13,4.973126455905012,False
14,4.969019963130961,False
15,4.968821275639795,False
16,-0.1158653730120979,True
0,5.002115939677212,False
1,4.998254950591569,False
2,4.997640861513569,False
3,4.997461632527269,False
4,4.99725229152951,False
5,4.994979198195036,False
6,4.99446942592062,False
7,4.989990396148538,False
8,4.986433545791254,False
9,4.987773556014225,False
10,4.986326808233814,False
11,4.982697053518321,False
12,4.984645433249702,False
13,4.618645523498581,False
14,4.934278633929465,False
15,5.072746740923473,False
16,0.159253155826813,True
0,5.010973831727647,False
1,5.007116808905641,False
2,5.006542053869068,False
3,5.006236597269712,False
4,5.006134500658642,False
5,5.003995109036702,False
6,5.002439487145579,False
7,4.999570108333093,False
8,4.995484521416876,False
9,4.9959240584617195,False
10,4.99551777619366,False
11,4.991371186198918,False
12,4.992956529382562,False
13,4.993107873327058,False
14,4.851320103192968,False
15,4.734415749503802,False
16,0.03327767892953329,True
0,4.995720746345934,False
1,4.99184479923985,False
2,4.991211320340934,False
3,4.991013501025485,False
4,4.9906851167495265,False
5,4.988360675280065,False
6,4.986934469091263,False
7,4.983966718506082,False
8,4.979679547996698,False
9,4.980261096695685,False
10,4.979867582193789,False
11,4.975430654083678,False
12,4.9769872746582715,False
13,4.8930575428258765,False
14,4.6099806291831635,False
15,5.034037892742451,False
16,0.2104211208323976,True
0,4.998427396586264,False
1,4.994518833890546,False
2,4.993934432561644,False
3,4.993656476772179,False
4,4.9934013978443765,False
5,4.991063899859264,False
6,4.9902228922514915,False
7,4.98607430241234,False
8,4.982492608419483,False
9,4.983594273645597,False
10,4.982235320468322,False
11,4.978837969429705,False
12,4.9805551305035385,False
13,4.97929519030158,False
14,4.975353024591665,False
15,4.7465711364038174,False
16,-0.0804629356255077,True
0,5.001302310611443,False
1,4.997377661174692,False
2,4.9968055250954855,False
3,4.996514525828552,False
4,4.996305275547468,False
5,4.994058748713657,False
6,4.992620374348083,False
7,4.989688359816567,False
8,4.985458565473695,False
9,4.986102133641149,False
10,4.985703523072235,False
11,4.980922150776232,False
12,4.982952388296252,False
13,4.983175207119557,False
14,5.008093007653023,False
15,5.068108912781612,False
16,0.06410094328206895,True
0,5.011516481388558,False
1,5.007675063754577,False
2,5.007023781191814,False
3,5.006891763996784,False
4,5.006770864305367,False
5,5.004715712926661,False
6,5.003216444614499,False
7,5.0003182836841304,False
8,4.996406257557241,False
9,4.996722939038627,False
10,4.996584328242843,False
11,4.992342685035557,False
12,4.993654774219367,False
13,4.99391227843934,False
14,4.623332640001162,False
15,4.93548835546314,False
16,0.14970744333069808,True
0,4.978863065897432,False
1,4.9750173140932725,False
2,4.9744856860280935,False
3,4.974193759394002,False
4,4.9739623785331,False
5,4.971832750468146,False
6,4.970324356458475,False
7,4.967414824599173,False
8,4.963445406233374,False
9,4.963945396044179,False
10,4.963448272963439,False
11,4.959485031541281,False
12,4.960932251257823,False
13,4.961083694296401,False
14,4.956751074211261,False
15,4.716514918789664,False
16,-0.08902948277319546,True
0,5.002334566514257,False
1,4.998443049253801,False
2,4.99791133378424,False
3,4.997627825597538,False
4,4.997302443112486,False
5,4.9950384160650785,False
6,4.994056178499241,False
7,4.990250992735438,False
8,4.98658340119918,False
9,4.987575603647288,False
10,4.986865597917244,False
11,4.9828464844783475,False
12,4.984308903099648,False
13,4.983824182751711,False
14,4.979864630361728,False
15,4.784454956825173,False
16,-0.45768871517050075,True
0,5.009211635758771,False
1,5.005335023402349,False
2,5.004813001146478,False
3,5.004350904359401,False
4,5.004205853207314,False
5,5.001956116524716,False
6,5.001088032357874,False
7,4.996671701921374,False
8,4.993193243265921,False
9,4.994582002520711,False
10,4.992838586117135,False
11,4.9891795970576265,False
12,4.991650424408836,False
13,4.990077211414932,False
14,4.985896335651238,False
15,4.9857292066081085,False
16,-0.018722623335477872,True
0,4.994495917325249,False
1,4.990650610957957,False
2,4.990066966139075,False
3,4.989765647868174,False
4,4.98967492193535,False
5,4.987537348491838,False
6,4.986825572107222,False
7,4.982320860884782,False
8,4.978899840521808,False
9,4.980373200146563,False
10,4.978528638026339,False
11,4.974885832231229,False
12,4.977254617740074,False
13,4.975476506524953,False
14,4.910695985328447,False
15,4.638360884092506,False
16,-0.01098943221343135,True
0,4.996038468626466,False
1,4.992146287940259,False
2,4.991594066477995,False
3,4.991274364152652,False
4,4.991075132676714,False
5,4.988583868500308,False
6,4.988005739564408,False
7,4.983367854661678,False
8,4.97985235332365,False
9,4.9815823588124175,False
10,4.979922149297254,False
11,4.975852623850129,False
12,4.978421636693412,False
13,4.976420064626998,False
14,4.972053371559722,False
15,4.766217412023713,False
16,-0.07647605514135053,True
0,4.987740495490551,False
1,4.983884379213917,False
2,4.9832343566884,False
3,4.9831322236170585,False
4,4.9828152170023685,False
5,4.980509162362994,False
6,4.9791324042365135,False
7,4.9762472706348735,False
8,4.971970181920166,False
9,4.972370978870558,False
10,4.972103938584176,False
11,4.967833870062354,False
12,4.696045914498569,False
13,4.782220413521622,False
14,5.119102745831183,False
15,5.225275073535579,False
16,0.28093261489148086,True
0,4.99358280991692,False
1,4.989719346122257,False
2,4.989191117581107,False
3,4.98887087850172,False
4,4.988716406720151,False
5,4.986629543790638,False
6,4.985097438306146,False
7,4.982147686657124,False
8,4.978122533753179,False
9,4.978614189011671,False
10,4.9782297590114615,False
11,4.973903960900614,False
12,4.975652880979936,False
13,4.975911982671012,False
14,4.710685921238584,False
15,4.63000308706125,False
16,0.05069521019795381,True
0,5.014786396050368,False
1,5.010934213690923,False
2,5.010273782443303,False
3,5.010092159746959,False
4,5.009893132377413,False
5,5.007795692330617,False
6,5.006871972170315,False
