episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
199,1,0,2,0,-1,0,1,0
199,2,0,1,3,-1,1,1,0
199,3,1,1,0,-1,1,0,0
199,4,1,0,3,-1,2,0,0
199,5,2,0,3,-1,3,0,0
199,6,3,0,1,-1,3,1,0
199,7,3,1,1,-1,3,2,0
199,8,3,2,3,-1,4,2,0
199,9,4,2,1,-1,4,3,0
199,10,4,3,3,-1,5,3,0
199,11,5,3,0,-1,5,3,0
199,12,5,3,3,-1,6,3,0
199,13,6,3,3,0,7,3,1
